anchor_name,module,anchor_signature,anchor_informal,variant_signature,transformation_type,change_description
MultilinearMap.mkPiAlgebraFin_apply,Mathlib.LinearAlgebra.Multilinear.Basic, (m : Fin n → A) : MultilinearMap.mkPiAlgebraFin R n A m = (List.ofFn m).prod,"For any tuple $m = (m_1, \dots, m_n) \in A^n$ where $A$ is an $R$-algebra, the evaluation of the multilinear product map $\text{mkPiAlgebraFin}$ at $m$ equals the product of the elements in the list representation of $m$, i.e., $\text{mkPiAlgebraFin}(m) = \prod_{i=1}^n m_i$.", : MultilinearMap.mkPiAlgebraFin R n A m = (List.ofFn m).prod,generalization,Removed hypothesis (m : Fin n → A)
AlgebraicTopology.DoldKan.toKaroubiCompN₂IsoN₁_hom_app,Mathlib.AlgebraicTopology.DoldKan.FunctorN, (X : SimplicialObject C) : (toKaroubiCompN₂IsoN₁.hom.app X).f = PInfty,"For any simplicial object $X$ in a preadditive category $\mathcal{C}$, the morphism component of the natural isomorphism $\text{toKaroubi} \circ N_2 \cong N_1$ at $X$ is given by the idempotent $P^\infty$, i.e., $(\text{toKaroubiCompN₂IsoN₁.hom.app } X).f = P^\infty$.", (X : SimplicialObject C) : (toKaroubiCompN₂IsoN₁.hom.app X).f ≠ PInfty,negation,Changed = to ≠
AlgebraicTopology.DoldKan.toKaroubiCompN₂IsoN₁_hom_app,Mathlib.AlgebraicTopology.DoldKan.FunctorN, (X : SimplicialObject C) : (toKaroubiCompN₂IsoN₁.hom.app X).f = PInfty,"For any simplicial object $X$ in a preadditive category $\mathcal{C}$, the morphism component of the natural isomorphism $\text{toKaroubi} \circ N_2 \cong N_1$ at $X$ is given by the idempotent $P^\infty$, i.e., $(\text{toKaroubiCompN₂IsoN₁.hom.app } X).f = P^\infty$.", : (toKaroubiCompN₂IsoN₁.hom.app X).f = PInfty,generalization,Removed hypothesis (X : SimplicialObject C)
birkhoffSum_one,Mathlib.Dynamics.BirkhoffSum.Basic, (f : α → α) (g : α → M) (x : α) : birkhoffSum f g 1 x = g x,"For any function $f \colon \alpha \to \alpha$, any function $g \colon \alpha \to M$ (where $M$ is an additive monoid), and any point $x \in \alpha$, the Birkhoff sum of $g$ along the orbit of $x$ under $f$ for $n=1$ iteration equals $g(x)$, i.e.,
\[ \text{birkhoffSum}\,f\,g\,1\,x = g(x). \]", (f : α → α) (g : α → M) (x : α) : birkhoffSum f g 1 x ≠ g x,negation,Changed = to ≠
birkhoffSum_one,Mathlib.Dynamics.BirkhoffSum.Basic, (f : α → α) (g : α → M) (x : α) : birkhoffSum f g 1 x = g x,"For any function $f \colon \alpha \to \alpha$, any function $g \colon \alpha \to M$ (where $M$ is an additive monoid), and any point $x \in \alpha$, the Birkhoff sum of $g$ along the orbit of $x$ under $f$ for $n=1$ iteration equals $g(x)$, i.e.,
\[ \text{birkhoffSum}\,f\,g\,1\,x = g(x). \]", (g : α → M) (x : α) : birkhoffSum f g 1 x = g x,generalization,Removed hypothesis (f : α → α)
Finset.toRight_disjSum,Mathlib.Data.Finset.Sum, : (s.disjSum t).toRight = t,"For any finite sets $s$ over type $\alpha$ and $t$ over type $\beta$, the right projection of their disjoint sum equals $t$, i.e., $\text{toRight}(s \text{ disjSum } t) = t$.", : (s.disjSum t).toRight ≠ t,negation,Changed = to ≠
AlgebraicGeometry.Scheme.stalkSpecializes_stalkMap,Mathlib.AlgebraicGeometry.Scheme," (x x' : X) (h : x ⤳ x') :
  Y.presheaf.stalkSpecializes (f.base.hom.map_specializes h) ≫ f.stalkMap x =
    f.stalkMap x' ≫ X.presheaf.stalkSpecializes h","Let $X$ and $Y$ be schemes, and let $f \colon X \to Y$ be a morphism of schemes. For any two points $x, x' \in X$ such that $x$ specializes to $x'$ (denoted $x \rightsquigarrow x'$), the following diagram of stalk maps commutes:

\[
\mathcal{O}_{Y,f(x)} \xrightarrow{f_{\text{stalk},x}} \mathcal{O}_{X,x}
\]
\[
\mathcal{O}_{Y,f(x')} \xrightarrow{f_{\text{stalk},x'}} \mathcal{O}_{X,x'}
\]

where:
- The vertical maps are the stalk specialization maps induced by the specialization relations $x \rightsquigarrow x'$ in $X$ and $f(x) \rightsquigarrow f(x')$ in $Y$,
- $f_{\text{stalk},x} \colon \mathcal{O}_{Y,f(x)} \to \mathcal{O}_{X,x}$ is the stalk map at $x$ induced by $f$."," (x x' : X) (h : x ⤳ x') : ¬(Y.presheaf.stalkSpecializes (f.base.hom.map_specializes h) ≫ f.stalkMap x =
    f.stalkMap x' ≫ X.presheaf.stalkSpecializes h)",negation,Negated conclusion with ¬
AlgebraicGeometry.Scheme.stalkSpecializes_stalkMap,Mathlib.AlgebraicGeometry.Scheme," (x x' : X) (h : x ⤳ x') :
  Y.presheaf.stalkSpecializes (f.base.hom.map_specializes h) ≫ f.stalkMap x =
    f.stalkMap x' ≫ X.presheaf.stalkSpecializes h","Let $X$ and $Y$ be schemes, and let $f \colon X \to Y$ be a morphism of schemes. For any two points $x, x' \in X$ such that $x$ specializes to $x'$ (denoted $x \rightsquigarrow x'$), the following diagram of stalk maps commutes:

\[
\mathcal{O}_{Y,f(x)} \xrightarrow{f_{\text{stalk},x}} \mathcal{O}_{X,x}
\]
\[
\mathcal{O}_{Y,f(x')} \xrightarrow{f_{\text{stalk},x'}} \mathcal{O}_{X,x'}
\]

where:
- The vertical maps are the stalk specialization maps induced by the specialization relations $x \rightsquigarrow x'$ in $X$ and $f(x) \rightsquigarrow f(x')$ in $Y$,
- $f_{\text{stalk},x} \colon \mathcal{O}_{Y,f(x)} \to \mathcal{O}_{X,x}$ is the stalk map at $x$ induced by $f$."," (x x' : X) :
  Y.presheaf.stalkSpecializes (f.base.hom.map_specializes h) ≫ f.stalkMap x =
    f.stalkMap x' ≫ X.presheaf.stalkSpecializes h",generalization,Removed hypothesis (h : x ⤳ x')
List.prev_cons_cons_of_ne,Mathlib.Data.List.Cycle, (y : α) (h : x ∈ y :: x :: l) (hy : x ≠ y) : prev (y :: x :: l) x h = y,"For any element $y$ of type $\alpha$ and a list $l$ of type $\alpha$, if $x$ is an element of the list $y :: x :: l$ (i.e., $x$ is in the concatenation of $[y, x]$ with $l$) and $x \neq y$, then the previous element of $x$ in the cyclic list $y :: x :: l$ is $y$.", (y : α) (h : x ∈ y :: x :: l) (hy : x ≠ y) : prev (y :: x :: l) x h ≠ y,negation,Changed = to ≠
List.prev_cons_cons_of_ne,Mathlib.Data.List.Cycle, (y : α) (h : x ∈ y :: x :: l) (hy : x ≠ y) : prev (y :: x :: l) x h = y,"For any element $y$ of type $\alpha$ and a list $l$ of type $\alpha$, if $x$ is an element of the list $y :: x :: l$ (i.e., $x$ is in the concatenation of $[y, x]$ with $l$) and $x \neq y$, then the previous element of $x$ in the cyclic list $y :: x :: l$ is $y$.", (h : x ∈ y :: x :: l) (hy : x ≠ y) : prev (y :: x :: l) x h = y,generalization,Removed hypothesis (y : α)
StrictMonoOn.mono,Mathlib.Data.Set.Monotone, (h : StrictMonoOn f s) (h' : s₂ ⊆ s) : StrictMonoOn f s₂,"If a function $f$ is strictly increasing on a set $s$, then it is also strictly increasing on any subset $s_2 \subseteq s$.", (h : StrictMonoOn f s) (h' : s₂ ⊆ s) : ¬(StrictMonoOn f s₂),negation,Negated conclusion with ¬
StrictMonoOn.mono,Mathlib.Data.Set.Monotone, (h : StrictMonoOn f s) (h' : s₂ ⊆ s) : StrictMonoOn f s₂,"If a function $f$ is strictly increasing on a set $s$, then it is also strictly increasing on any subset $s_2 \subseteq s$.", (h' : s₂ ⊆ s) : StrictMonoOn f s₂,generalization,Removed hypothesis (h : StrictMonoOn f s)
Int.even_mul_succ_self,Mathlib.Algebra.Ring.Int.Parity, (n : ℤ) : Even (n * (n + 1)),"For any integer $n$, the product $n(n + 1)$ is even.", (n : ℤ) : ¬(Even (n * (n + 1))),negation,Negated conclusion with ¬
Int.even_mul_succ_self,Mathlib.Algebra.Ring.Int.Parity, (n : ℤ) : Even (n * (n + 1)),"For any integer $n$, the product $n(n + 1)$ is even.", : Even (n * (n + 1)),generalization,Removed hypothesis (n : ℤ)
mem_nhdsGE_iff_exists_Icc_subset,Mathlib.Topology.Order.LeftRightNhds," [NoMaxOrder α] [DenselyOrdered α] {a : α} {s : Set α} : s ∈ 𝓝[≥] a ↔ ∃ u, a < u ∧ Icc a u ⊆ s","Let $\alpha$ be a densely ordered type with no maximal element. For any element $a \in \alpha$ and any set $s \subseteq \alpha$, $s$ is a neighborhood of $a$ within $[a, \infty)$ if and only if there exists an element $u > a$ such that the closed interval $[a, u]$ is contained in $s$."," [NoMaxOrder α] [DenselyOrdered α] {a : α} {s : Set α} : ¬(s ∈ 𝓝[≥] a ↔ ∃ u, a < u ∧ Icc a u ⊆ s)",negation,Negated conclusion with ¬
mem_nhdsGE_iff_exists_Icc_subset,Mathlib.Topology.Order.LeftRightNhds," [NoMaxOrder α] [DenselyOrdered α] {a : α} {s : Set α} : s ∈ 𝓝[≥] a ↔ ∃ u, a < u ∧ Icc a u ⊆ s","Let $\alpha$ be a densely ordered type with no maximal element. For any element $a \in \alpha$ and any set $s \subseteq \alpha$, $s$ is a neighborhood of $a$ within $[a, \infty)$ if and only if there exists an element $u > a$ such that the closed interval $[a, u]$ is contained in $s$."," [DenselyOrdered α] {a : α} {s : Set α} : s ∈ 𝓝[≥] a ↔ ∃ u, a < u ∧ Icc a u ⊆ s",generalization,Removed typeclass [NoMaxOrder α]
eventually_mem_nhdsWithin,Mathlib.Topology.ContinuousOn," {a : α} {s : Set α} : ∀ᶠ x in 𝓝[s] a, x ∈ s","For any point $a$ in a topological space $\alpha$ and any subset $s \subseteq \alpha$, eventually every point $x$ in the neighborhood filter of $a$ relative to $s$ belongs to $s$. In other words, $\forall x \in \mathcal{N}_s(a)$, eventually $x \in s$."," {a : α} {s : Set α} : ¬(∀ᶠ x in 𝓝[s] a, x ∈ s)",negation,Negated conclusion with ¬
eventually_mem_nhdsWithin,Mathlib.Topology.ContinuousOn," {a : α} {s : Set α} : ∀ᶠ x in 𝓝[s] a, x ∈ s","For any point $a$ in a topological space $\alpha$ and any subset $s \subseteq \alpha$, eventually every point $x$ in the neighborhood filter of $a$ relative to $s$ belongs to $s$. In other words, $\forall x \in \mathcal{N}_s(a)$, eventually $x \in s$."," {a : α} {s : Set α} : ∀ᶠ x in 𝓝 a, x ∈ s",generalization,Removed typeclass [s]
Multiset.dedup_cons,Mathlib.Data.Multiset.FinsetOps, {a : α} {s : Multiset α} : dedup (a ::ₘ s) = ndinsert a (dedup s),"For any element $a$ of type $\alpha$ and any multiset $s$ over $\alpha$, the deduplication of the multiset obtained by inserting $a$ into $s$ is equal to inserting $a$ into the deduplication of $s$ (ignoring multiplicities). In symbols:
\[ \text{dedup}(a \cons s) = \text{ndinsert}(a, \text{dedup}(s)). \]", {a : α} {s : Multiset α} : dedup (a ::ₘ s) ≠ ndinsert a (dedup s),negation,Changed = to ≠
Multiset.dedup_cons,Mathlib.Data.Multiset.FinsetOps, {a : α} {s : Multiset α} : dedup (a ::ₘ s) = ndinsert a (dedup s),"For any element $a$ of type $\alpha$ and any multiset $s$ over $\alpha$, the deduplication of the multiset obtained by inserting $a$ into $s$ is equal to inserting $a$ into the deduplication of $s$ (ignoring multiplicities). In symbols:
\[ \text{dedup}(a \cons s) = \text{ndinsert}(a, \text{dedup}(s)). \]", {a : α} {s : Multiset α} : dedup = ndinsert a (dedup s),generalization,Removed hypothesis (a ::ₘ s)
ProbabilityTheory.cond_univ,Mathlib.Probability.ConditionalProbability, [IsProbabilityMeasure μ] : μ[|Set.univ] = μ,"If $\mu$ is a probability measure, then the conditional probability measure $\mu[|\Omega]$ conditioned on the entire space $\Omega$ is equal to $\mu$ itself.", [IsProbabilityMeasure μ] : μ[|Set.univ] ≠ μ,negation,Changed = to ≠
ProbabilityTheory.cond_univ,Mathlib.Probability.ConditionalProbability, [IsProbabilityMeasure μ] : μ[|Set.univ] = μ,"If $\mu$ is a probability measure, then the conditional probability measure $\mu[|\Omega]$ conditioned on the entire space $\Omega$ is equal to $\mu$ itself.", : μ[|Set.univ] = μ,generalization,Removed typeclass [IsProbabilityMeasure μ]
FirstOrder.Language.LHom.map_onFunction,Mathlib.ModelTheory.LanguageMap," {M : Type*} [L.Structure M] [L'.Structure M] [ϕ.IsExpansionOn M] {n} (f : L.Functions n) (x : Fin n → M) :
  funMap (ϕ.onFunction f) x = funMap f x","Let $\phi \colon L \to L'$ be a language homomorphism between first-order languages $L$ and $L'$, and let $M$ be a structure for both $L$ and $L'$ such that $\phi$ is an expansion on $M$. Then for any $n$-ary function symbol $f$ of $L$ and any $n$-tuple $x$ in $M$, the interpretation of $\phi(f)$ in $L'$ applied to $x$ equals the interpretation of $f$ in $L$ applied to $x$. In other words, $\text{funMap}(\phi(f), x) = \text{funMap}(f, x)$.", {M : Type*} [L.Structure M] [L'.Structure M] [ϕ.IsExpansionOn M] {n} (f : L.Functions n) (x : Fin n → M) : funMap (ϕ.onFunction f) x ≠ funMap f x,negation,Changed = to ≠
FirstOrder.Language.LHom.map_onFunction,Mathlib.ModelTheory.LanguageMap," {M : Type*} [L.Structure M] [L'.Structure M] [ϕ.IsExpansionOn M] {n} (f : L.Functions n) (x : Fin n → M) :
  funMap (ϕ.onFunction f) x = funMap f x","Let $\phi \colon L \to L'$ be a language homomorphism between first-order languages $L$ and $L'$, and let $M$ be a structure for both $L$ and $L'$ such that $\phi$ is an expansion on $M$. Then for any $n$-ary function symbol $f$ of $L$ and any $n$-tuple $x$ in $M$, the interpretation of $\phi(f)$ in $L'$ applied to $x$ equals the interpretation of $f$ in $L$ applied to $x$. In other words, $\text{funMap}(\phi(f), x) = \text{funMap}(f, x)$."," {M : Type*} [L'.Structure M] [ϕ.IsExpansionOn M] {n} (f : L.Functions n) (x : Fin n → M) :
  funMap (ϕ.onFunction f) x = funMap f x",generalization,Removed typeclass [L.Structure M]
Part.append_mem_append,Mathlib.Data.Part, [Append α] (a b : Part α) (ma mb : α) (ha : ma ∈ a) (hb : mb ∈ b) : ma ++ mb ∈ a ++ b,"Let $\alpha$ be a type with an append operation `++`. For any partial values $a, b : \text{Part}\,\alpha$ and elements $m_a, m_b : \alpha$, if $m_a$ is in $a$ (i.e., $a$ is defined and equals $m_a$) and $m_b$ is in $b$ (i.e., $b$ is defined and equals $m_b$), then the append $m_a \mathbin{++} m_b$ is in the append $a \mathbin{++} b$ (i.e., $a \mathbin{++} b$ is defined and equals $m_a \mathbin{++} m_b$).", [Append α] (a b : Part α) (ma mb : α) (ha : ma ∈ a) (hb : mb ∈ b) : ¬(ma ++ mb ∈ a ++ b),negation,Negated conclusion with ¬
Part.append_mem_append,Mathlib.Data.Part, [Append α] (a b : Part α) (ma mb : α) (ha : ma ∈ a) (hb : mb ∈ b) : ma ++ mb ∈ a ++ b,"Let $\alpha$ be a type with an append operation `++`. For any partial values $a, b : \text{Part}\,\alpha$ and elements $m_a, m_b : \alpha$, if $m_a$ is in $a$ (i.e., $a$ is defined and equals $m_a$) and $m_b$ is in $b$ (i.e., $b$ is defined and equals $m_b$), then the append $m_a \mathbin{++} m_b$ is in the append $a \mathbin{++} b$ (i.e., $a \mathbin{++} b$ is defined and equals $m_a \mathbin{++} m_b$).", (a b : Part α) (ma mb : α) (ha : ma ∈ a) (hb : mb ∈ b) : ma ++ mb ∈ a ++ b,generalization,Removed typeclass [Append α]
LieSubalgebra.map_le_iff_le_comap,Mathlib.Algebra.Lie.Subalgebra, {K : LieSubalgebra R L} {K' : LieSubalgebra R L₂} : map f K ≤ K' ↔ K ≤ comap f K',"Let $L$ and $L₂$ be Lie algebras over a commutative ring $R$, and let $f \colon L \to L₂$ be a Lie algebra homomorphism. For any Lie subalgebra $K$ of $L$ and any Lie subalgebra $K'$ of $L₂$, the image of $K$ under $f$ is contained in $K'$ if and only if $K$ is contained in the preimage of $K'$ under $f$. In symbols:
\[ f(K) \subseteq K' \leftrightarrow K \subseteq f^{-1}(K'). \]", {K : LieSubalgebra R L} {K' : LieSubalgebra R L₂} : ¬(map f K ≤ K' ↔ K ≤ comap f K'),negation,Negated conclusion with ¬
eVariationOn.lowerSemicontinuous,Mathlib.Topology.EMetricSpace.BoundedVariation, (s : Set α) : LowerSemicontinuous fun f : α →ᵤ[s.image singleton] E => eVariationOn f s,"For any set $s \subseteq \alpha$, the extended variation function $\text{eVariationOn}(\cdot, s)$ is lower semicontinuous on the space of functions $\alpha \to E$ equipped with the topology of uniform convergence on the family of singleton sets $\{\{x\} \mid x \in s\}$.", (s : Set α) : LowerSemicontinuous fun f : ¬(α →ᵤ[s.image singleton] E => eVariationOn f s),negation,Negated conclusion with ¬
eVariationOn.lowerSemicontinuous,Mathlib.Topology.EMetricSpace.BoundedVariation, (s : Set α) : LowerSemicontinuous fun f : α →ᵤ[s.image singleton] E => eVariationOn f s,"For any set $s \subseteq \alpha$, the extended variation function $\text{eVariationOn}(\cdot, s)$ is lower semicontinuous on the space of functions $\alpha \to E$ equipped with the topology of uniform convergence on the family of singleton sets $\{\{x\} \mid x \in s\}$.", (s : Set α) : LowerSemicontinuous fun f : ¬(ᵤ[s.image singleton] E => eVariationOn f s) → ¬(α),contrapositive,Contrapositive: ¬Q → ¬P
eVariationOn.lowerSemicontinuous,Mathlib.Topology.EMetricSpace.BoundedVariation, (s : Set α) : LowerSemicontinuous fun f : α →ᵤ[s.image singleton] E => eVariationOn f s,"For any set $s \subseteq \alpha$, the extended variation function $\text{eVariationOn}(\cdot, s)$ is lower semicontinuous on the space of functions $\alpha \to E$ equipped with the topology of uniform convergence on the family of singleton sets $\{\{x\} \mid x \in s\}$.", (s : Set α) : LowerSemicontinuous fun f : α →ᵤ E => eVariationOn f s,generalization,Removed typeclass [s.image singleton]
Associates.normalize_out,Mathlib.Algebra.GCDMonoid.Basic, (a : Associates α) : normalize a.out = a.out,"For any element $a$ in the associates of a normalization monoid $\alpha$, the normalization function applied to the normalized representative of $a$ returns the same representative, i.e., $\text{normalize}(a.\text{out}) = a.\text{out}$.", (a : Associates α) : normalize a.out ≠ a.out,negation,Changed = to ≠
Associates.normalize_out,Mathlib.Algebra.GCDMonoid.Basic, (a : Associates α) : normalize a.out = a.out,"For any element $a$ in the associates of a normalization monoid $\alpha$, the normalization function applied to the normalized representative of $a$ returns the same representative, i.e., $\text{normalize}(a.\text{out}) = a.\text{out}$.", : normalize a.out = a.out,generalization,Removed hypothesis (a : Associates α)
Ideal.span_singleton_mul_right_inj,Mathlib.RingTheory.Ideal.Operations, [IsDomain R] {x : R} (hx : x ≠ 0) : span { x } * I = span { x } * J ↔ I = J,"Let $R$ be an integral domain and $x \in R$ a nonzero element. For any two ideals $I$ and $J$ of $R$, the equality $\langle x \rangle \cdot I = \langle x \rangle \cdot J$ holds if and only if $I = J$.", [IsDomain R] {x : R} (hx : x ≠ 0) : span { x } * I ≠ span { x } * J ↔ I = J,negation,Changed = to ≠
Ideal.span_singleton_mul_right_inj,Mathlib.RingTheory.Ideal.Operations, [IsDomain R] {x : R} (hx : x ≠ 0) : span { x } * I = span { x } * J ↔ I = J,"Let $R$ be an integral domain and $x \in R$ a nonzero element. For any two ideals $I$ and $J$ of $R$, the equality $\langle x \rangle \cdot I = \langle x \rangle \cdot J$ holds if and only if $I = J$.", [CommRing R] {x : R} (hx : x ≠ 0) : span { x } * I = span { x } * J ↔ I = J,generalization,Generalized: IsDomain → CommRing
Ideal.span_singleton_mul_right_inj,Mathlib.RingTheory.Ideal.Operations, [IsDomain R] {x : R} (hx : x ≠ 0) : span { x } * I = span { x } * J ↔ I = J,"Let $R$ be an integral domain and $x \in R$ a nonzero element. For any two ideals $I$ and $J$ of $R$, the equality $\langle x \rangle \cdot I = \langle x \rangle \cdot J$ holds if and only if $I = J$.", [Field R] {x : R} (hx : x ≠ 0) : span { x } * I = span { x } * J ↔ I = J,specialization,Specialized: IsDomain → Field
